text,label
"I gained so much weight because my college dining hall is all-you-can-eat.
It's called the ""freshman 15.""
What is that exactly?
It's an expression to refer to the observation that many college freshmen gain weight.
Oh, I see. I definitely got the freshman 15 then.
You should use your college's gym.
I never have time.
Oh, please! You just have to make time.
I guess I should set an hour to work out.
That's the attitude I like to hear!
Did you gain any weight?
Yeah, I just wear big clothes to hide my fat.",A2
" 7-Eleven killed the minibar. 
The sentiments of one hotel manager in Hong Kong could well extend to hotels around the world.
The hotel minibar, loved and cursed at by millions of desperate midnight snackers/drinkers, is on the decline.
Hilton Hong Kong installed the world's first hotel minibar in 1974 by stocking liquors and fridges in each of its 840 rooms.
The move reportedly led to a 500 % increase in room-service drink sales and a 5 % boost to the company's net income that year.
Soon, the minibar became a near-universal industry standard.
But Hilton recently started backtracking in some of its properties, removing the booze and leaving the fridges in its rooms, for guests to fill themselves.
Other hotel giants, including the Grand Hyatt, Starwood and Marriott brands, are also phasing out this once ubiquitous in-room feature from some of their properties.
It's because we just do n't seem to enjoy them as much as we once did.
TripAdvisor recently released a survey that found the minibar ranked least popular among all hotel amenities -- just 21 % of respondents found the room fridge an important feature compared with 89 % that wanted a free wireless connection.
PKF Hospitality Research found that in the United States, revenue from minibars, which represents just 1 % of total hotel revenue, fell 28 % from 2007 to 2012.
Robert Mandelbaum, the firm's director of research information services, says properties in the United States have adapted their food and beverage offerings, installing food outlets that resemble grab and go mini-markets.
The trend for convenience eating is also contributing to a decline in the traditional hotel restaurant that serves three meals a day, he says.
They 're being replaced with casual food outlets offering items such as pre-packaged salads.
It's all part of what Mandelbaum calls the Starbucks phenomenon, a property design and management philosophy that enables and encourages interaction between strangers.
Combine this with the emergence of sociable millennials who prefer to mingle in the hotel lobby than order room service, and you have an industry and consumer move away from imbibing in the room.
Is this such a bad thing ?
For those who think inflated prices on items like tiny bags of macadamia nuts and mediocre chocolate bars are offensive, especially when nearby convenience stores offer the same stuff for a fraction of the price, the stocked in-room bar has always been an irritant.
Simon Dell, vice president of operations of Thailand-based ONYX Hospitality Group, agrees.
 We do n't want to sell mini-macadamia nuts for $8.50. It's not what people want, he says.
What's more, by eliminating minibars from rooms, hotels can actually save costs, says Dell.
 When -LRB- we -RRB- remove any content from the minibar it takes a considerable number of tasks out of every -LRB- housekeeper's -RRB- day, so there's time saved, headcount saved, therefore money saved, which is reflected in the overall price -LRB- of rooms -RRB-, he says.
Better for a property to focus on amenities guests prioritize, such as Internet access.
 Connectivity is as ubiquitous as the telephone 20 years ago, when it had to be in the room, or like your own shower or bathroom has to be in the room. 
$10 Coke not right '
Others think the minibar simply needs to evolve to changing needs of guests.
 We ca n't just give hot and cold running water, says Dean Winter, area director of operations of Hong Kong Hotels & China Projects at Swire Hotels.
Take the example of Swire's Hong Kong property, Upper House -- each room features a complimentary selection -LRB- beer, soda, healthy juices, coconut water and snacks -RRB- and a separate, chargeable wine fridge.
 We wanted to differentiate ourselves to appeal to discerning business and leisure travelers without following the traditional routes of five-star hospitality, explains Winter.
He thinks charging $5-10 for Coke is not the right thing to do, as people remain price conscious.
 People appreciate a complimentary minibar or Wi-Fi or movies, and paying a rate and not all these add-ons, he says.
Less hard booze
Today there's far less hard liquor, complimentary or not.
Ten years ago, JW Marriott yanked the petite bottles of liquor out of its chargeable minibars in its Hong Kong hotel, citing low consumption.
At The Mira Hong Kong, miniature spirits were phased out in 2011.
According to the property, the hard liquor was removed as we prefer to tempt our guests with drinks and entertainment at our open air lounge bar Vibes, and cocktail bar Room One with a live band. 
Only corporate or high-paying guests get the fully complimentary minibar.
Cheap trumps convenient
The minibar is also increasingly part of an all-inclusive package.
At Hong Kong's Ovolo Hotel, the complimentary scheme is extensive: guests get a free minibar, breakfasts, plus two-hours free booze daily at its O Lounge, including all spirits and wine.
Removing the prices has also helped remove the headache of arguing with guests over what exactly they did or did not consume, says the hotel manager in Ovolo's Aberdeen branch, Chum Roa.
 It was a source of many disputes in hotels, he says. If the customer persists they had nothing, often hotels absorb the cost to not ruin guest relations over minibar items. 
Now, he does n't have to deal with that.
Roa imagines a future in which the traditional minibar is extinct.
 The competitor of the minibar is n't nearby hotels but the 24-hour stores where one can get everything you need a few blocks away, he says.
The convenience of having a cold drink in your room is n't quite enough if you have to pay three times as much for it, it seems.
Will you miss minibars in hotel rooms or say good riddance to shockingly priced beer and M&M's ? Leave a comment.
",C1
"Once a child finishes 5th or 6th grade in elementary school, they graduate and go on to middle school or junior high school. This school is a separate building or set of buildings. Most students in middle school are between the ages of 10 and 14. The grade system continues in middle school. Middle school usually starts with 6th or 7th grade and ends with 8th grade. While they are less common, some elementary schools go from kindergarten to 8th grade.
 
Most students are assigned a middle school based on where they live. However, there are charter, private, and specialized public middle schools that have an application process. The purpose of middle school is to provide a transition period between elementary school and high school. Middle school prepares students for high school life. In middle school students don't stay in one classroom all day with one teacher. Students change classrooms for different subjects and have different teachers for each subject. In middle school some students may even be able to choose some of their own classes, called electives. There is a set of core classes that all students have to take. These include English, math, science, and social studies or history classes. Gym or physical education classes are also required.
A common feature of middle school is a homeroom, which is a classroom students visit at a scheduled time once a day or once a week. A homeroom teacher takes attendance and makes announcements of things students need to know. The homeroom also helps students feel like there is one common place and one common teacher they see regularly. This is to help with the transition from elementary school to secondary school. Once a student finishes middle school, they have a graduation ceremony and go to a high school assigned to them or a high school they picked.",B1
"When a movie is going to premiere, the theater will usually show the film during a midnight screening. Anthony Baker and his girlfriend Linda Moore love going to see new movies at midnight. A lot of people usually show up early to make line. Anthony likes going to stand in line and talk to different people that are in the line. Anthony told Linda about the new movie that was coming out. Linda went online to buy the tickets. She wanted to make sure that they would get tickets.
 
Linda got an email from the theater. It said that she could pick up the tickets at the theater. Anthony took Linda out to eat before they went to the theater to wait in line. Anthony was excited because the movie they were going to see was the sequel to one of Anthony's favorite movies. When they got to the theater, Anthony and Linda went to the back of the line and started talking to the people in the back. They all seemed friendly, and some of them actually knew Anthony and Linda.
After about an hour of waiting in line, the theater started letting people in. Anthony hugged Linda and started jumping up and down. Linda loved going to the theater with Anthony. He seemed like a little kid when he was there. It always put a smile on Linda's face. When they got inside, Anthony and Linda found their seats. They noticed everyone in the theater started singing a song that came out in the first movie, so Anthony got up and started clapping and singing along. Linda looked up at Anthony and thought to herself, ""It's a whole different experience seeing a midnight screening.",B1
"Some of the most important landmarks in the United States include feats of architecture and modern engineering. San Francisco, California, is a beautiful city on its own, but it is also home to The Golden Gate Bridge, a 1.7 mile suspension bridge connecting the San Francisco Peninsula to the Marin Headlands. The bridge holds the title of one of the Wonders of the Modern World according to the American Society of Civil Engineers.
One of the most popular ways to appreciate the bridge is to take an excursion to the Golden Gate National Recreation Area just outside of San Francisco. The park contains hiking trails, great spots for picnicking, and offers some of the best vantage points for panoramic photographs of the bridge leading into the city.
David recently had some friends visit him in San Francisco, and he made sure to include a visit to the recreation area as part of their tour. They enjoyed walking through the trails, observing some of the native wildlife, and even having a casual picnic in the park. David’s friends were thankful that he guided them through this impressive area of California. They made sure to take a group photograph with the Golden Gate Bridge in the background. David’s friends had the picture framed, and they later presented it to David in order to thank him for his hospitality during their stay.",C1
"It's not over in Steubenville, Ohio.
Although a judge has found two Steubenville teenagers guilty of raping a 16-year-old girl in a case that showcased jaw-dropping examples of teenage alcohol use and tawdry text messaging -- all wrapped in allegations of a cover-up -- Ohio's attorney general said Monday it's now time for a grand jury to look at whether anyone else should be charged.
 I think the Steubenville community needs really two things. One is to get this over with, Attorney General Mike DeWine said in a nod to frustration the continued investigation is likely to cause in the city -- a small, down-on-its-luck Ohio River mill town that's been the focus of intense criticism and media coverage for months.
 But the other is to believe that justice has been done, that we have left no stone unturned and that anyone who is criminally liable has been brought to justice, he said.
Healing process after rape never ends
The victim's mother told CNN that the verdicts are the start of a new beginning for my daughter. But she added, We need to stress the importance of helping those in need and to stand up for what is right. 
 We hope that from this something good can arise, she said. I feel I have an opportunity to bring an awareness to others, possibly change the mentality of a youth or help a parent to have more of an awareness to where their children are and what they are doing. The adults need to take responsibility and guide these children. 
But the emotions inflamed by the case echoed past Sunday's verdict, with sheriff's deputies and state investigators arresting two teenage girls Monday for threatening the victim over Twitter. The girls -- one 15, one 16, both from Steubenville -- were in a juvenile lockup Monday night, awaiting an appearance before a judge Tuesday morning, Jefferson County Sheriff Fred Abdalla said.
Grand jury
DeWine said state investigators have examined tens of thousands of text messages, images and videos and talked to 56 witnesses -- from teenagers who attended the parties to assistant football coaches and the high school principal.
But 16 people who may know something about what happened that August night have refused to talk, he said.
 I have reached the conclusion that this investigation can not be completed -- that we can not bring finality to this matter -- without the convening of a grand jury, he said in a statement Sunday.
The grand jury will begin meeting around April 15 and could take a number of days to complete its work, DeWine said.
 And I should point out that the convening of a grand jury, of course, does not necessarily mean that indictments will be returned or that charges will be filed, he said.
 A grand jury is an investigative tool that is uniquely suited to ensure fairness and to complete this investigation, DeWine said in the Sunday statement. And this community needs assurance that no stone has been left unturned in our search for the truth. 
Guilty verdicts
DeWine's announcement of the grand jury came shortly after Judge Thomas Lipps found Trent Mays, 17, and Ma lik Richmond, 16, guilty of rape. Lipps, who was hearing the case without a jury, also found Mays guilty of disseminating a nude photo of a minor.
Authorities accused Mays and Richmond of putting their fingers in the girl's vagina while she was too drunk to consent, an act that constitutes rape under Ohio law. The incident took place during a series of alcohol-fueled end-of-summer parties in August.
Some of the abuse was documented in photographs shown in court and in texts read aloud during testimony, including one text in which a state forensics investigator testified Mays wrote, I should have raped since everyone thinks I did. 
Trial focuses on text messages
Lipps sentenced Mays to a minimum of two years in a juvenile correctional facility. Richmond received a minimum of one year. Juvenile authorities could decide to keep both in custody until they turn 21.
Richmond's father, Nathaniel Richmond, said he still believed his son was innocent even though he apologized in the courtroom. 
 The evidence they had against Ma lik was minimal, he told CNN's Piers Morgan Tonight.  Ma lik was just at the wrong place at the wrong time. I know my son is not a rapist, even though he has been convicted of rape. 
Both Mays and Richmond must undergo treatment and will have to register as sex offenders, Lipps ruled. Richmond's attorney, Walter Madison, said his client would appeal in an attempt to avoid that designation.
Meanwhile, the victim and her family remain under guard after the threats were posted online, Abdalla told CNN.
 She continues to be a victim and be victimized... over and over, he said. And that's what's sad. 
One of the tweets that led to Monday's arrests warned that if the poster saw the victim, it's gone be a homicide. Another threatened a beating.
The girl accused of tweeting the death threat turned herself in after learning that investigators were looking for her, the sheriff said. Nevertheless, They 're going to have to answer to it, he said.
 We 're dealing with kids, again, Abdalla said. But the attorney general had just left the building -- the judge was still in the building -- when I received messages that there's death threats already against the victim. 
No charges had been announced against the suspects Monday night, but There's no question they 're going to prosecute. 
 I hope this sends a warning, he said. And I can assure you, we 've been monitoring Twitter for 24 hours and continue to. If there's anybody else there crosses a line and makes a death threat, they 're going to have to face the consequences. 
Internet outrage
The case received widespread attention after a blogger who once lived in Steubenville uncovered some of the materials posted to social media sites.
The blogger, Alexandria Goddard, wrote pointedly about the possibility that the teenagers had been given preferential treatment because they played on the town's highly regarded football team. Police have denied that claim.
Later, the loosely organized hacker group Anonymous got involved, posting a lengthy video in which another teenager -- who has not been charged -- made joking references to the rape.
The ensuing ire over the case brought national attention and criticism to the city from around the country, leaving city officials struggling to defend the community and residents weary of the media spotlight.
Teen rape trial shines unwelcome spotlight on Ohio town
Broader problem
Acknowledging the town's frustration, DeWine said Monday that it would be a mistake to focus on one small Ohio community, to think something unique in its culture is behind the incident.
 I 'm afraid people are going to walk away and say this was all about Steubenville, DeWine said. It's not. It's a cultural problem. 
 I 'll guarantee that there are crimes very similar to this that occur every Friday night and every Saturday night in communities across this country where you have people, particularly young people, who are drinking too much and a girl is taken advantage of, and a girl is raped, he said.
Such incidents stem from a larger social problem -- a rampant lack of respect and human decency, he said.
 One of the lessons of life is we have to take care of each other, and we have to try to help people and we have to do what's right. DeWine said. And there were precious few people that night that were doing what was right. 
Teens treated girl like a toy,prosecutor says
CNN's Poppy Harlow, Brian Vitagliano, Yon Pomrenze, Matt Smith, Steve Almasy and Chelsea J. Carter contributed to this report.
",C1
"Yesterday, Stephen returned from a trip to Washington, D.C., the capital of the United States. His visit took place during the week prior to the Fourth of July. Logically, there were many activities and celebrations in town in preparation for Independence Day. During his stay in the city, Stephen visited a lot of important historical sites and monuments, and he left with a deeper understanding of the political history of the United States.
Stephen spent a lot of time outdoors exploring the important monuments surrounding Capitol Hill. Of course, he saw the White House from its outside gate at 1600 Pennsylvania Avenue. Stephen also visited the Washington Monument, the Jefferson Memorial, and the Lincoln Memorial. These statues and pavilions are dedicated to former U.S. presidents. They commemorate the contributions that these leaders made throughout American history. Washington, D.C. also has several war memorials dedicated to fallen soldiers during the major wars of the 20th century.
Away from the Capitol Hill area, Washington, D.C. has many museums and art galleries worth visiting. Stephen enjoyed his visit to Washington, D.C. because he learned a lot more about American history after touring each important landmark.",B2
"Jeff sat down. He was in class. He was at school. He was in English class. He liked his English class. He liked his teacher. His teacher was friendly. His teacher helped all the students. His teacher answered everyone's questions. Jeff asked a new question every day. Yesterday he asked his teacher a spelling question. He asked his teacher how to spell ""myself."" His teacher told him how to spell it. Jeff thanked his teacher. His teacher said, ""You're welcome. Ask me anything anytime. That's what I'm here for, to help you.""",A1
"Chicago is known as the ""Windy City"". Some people think this is because of the breeze that blows almost constantly. The city is located in the state of Illinois on the shore of one of the Great Lakes, Lake Michigan, which is the fifth largest freshwater body in the world. Chicago may also be called the windy city because of the wind tunnel effect created in downtown by many tall buildings.
 
Skyscrapers are an important part of Chicago's history. The first skyscraper in the U.S. was built in the city in 1884. At only 10 stories, it was impressive for its time. The skycraper was eventually demolished. Chicago is the home of other famous firsts. It was the birthplace of the refrigerated rail car, mail-order catalogs, the car radio, the TV remote control, the first Ferris wheel, the first steel rail road, the first planetarium in the Western Hemisphere. Chicago is also the home to the first blood bank and the first drive-in bank. It is also the home to The Lincoln Park Zoo, the oldest public zoo in the U.S. Maybe the windy city should be called the city of firsts.
Chicago is the third most populous city in the U.S., after New York City and Los Angeles. A little more than two and a half million people live in the city that has more than 100 neighborhoods. President Barack Obama used to live in Chicago.
Nearly 40 million people visit Chicago every year. Many of them visit the Willis Tower. Formally known as the Sears Tower, it is the tallest building in the Western Hemisphere. It takes only a minute to get up to the 103rd floor Skydeck thanks to some of the fastest elevators in the world. From the Skydeck visitors can see four states: Indiana, Illinois, Michigan, and Wisconsin.",B1
"Quick! Get in here and wait out the storm!
Oh, my word. Thank you so much.
It's raining cats and dogs out there.
More like lions and wolves!
I was watching the news.
What did they say?
This is going to be one heck of a storm.
Should we be worried?
I don't think so. The emergency alert system would have gone up.
True. Well, thank you for saving me from this storm.
No problem. I'm making some tea; would you like some?
Please. Something warm would be great at the moment!",A2
"After selecting Carl as her partner, Jenny needed to start planning for the dance competition at her school. The competition started in two months. Jenny was aware that Carl was not a great dancer. She had to dedicate some time in helping him improve his skill. On the first few days of preparation, Jenny had planned out their dance routine, with the help of her teacher. They were going to be dancing to ""Jailhouse Rock"" by Elvis Presley.
 
Jenny and Carl spent the first two weeks memorizing their steps and cues to their dance. Carl was pretty clumsy at first. He eventually got the hang of it. They spent the rest of the time perfecting their moves. The day of the competition was almost near. Jenny and Carl were beginning to get nervous. They were going up against nine other pairs from the same school.
The day of the competition arrived. Carl had not become a great dancer, but had definitely improved since he began. Since Jenny won last year's competition, she was to perform with Carl last. The pairs that were performing this year were better dancers compared to last year's competition. As each pair took the stage one by one, Jenny grew more anxious. Carl noticed this from Jenny and told her, ""It'll be okay, Jenny. You are great, and I'm sure we'll win."" Jenny felt better after hearing Carl's words. Soon, it was their turn to perform. They walked on stage and began to dance as soon as their song started to play.
They were off to a great start. Jenny's class was there cheering them on. The crowd began cheering them on as well. Suddenly, Jenny tripped and fell. The crowd was shocked. Carl managed to get Jenny back up on time for their big finale. Jenny was upset because of her fall. After their performance, the judges tallied up the scores and were ready to announce the winner. Jenny and Carl won, but it was a close call. If it wasn't for Jenny's talent and Carl's quick thinking to keep the routine going, they wouldn't have won. They were both awarded with a trophy and medals. Jenny and Carl were full of cheer.
",B1
"
Let's go to the playground, Kimberly.
Okay, Lisa. Let's go.
Look at all the rides.
I want to go on the swing.
We can go on the slide after that.
And the merry-go-round, too!
Yes. I love the merry-go-round.
That's perfect! Let's play.",A1
"The military released 77,000 of about 87,000 detainees locked up during the Iraq war because there was not enough evidence to hold them, CNN has learned.
 In most cases, if we do n't have anything, eventually they 'll be released, said Brig. Gen. David Quantock, who oversees detainee operations in Iraq.
Quantock said many cases are driven purely on intelligence. 
 Intelligence does not win a fight in a courtroom. It does n't win the fight in a courtroom in the United States. It does n't win in Iraq. 
According to the U.S. military, 76,985 detainees have been released out of the 87,011 captured during the Iraq war.
A CNN investigation found that frustration over the Army's policy on detainees may have led to the 2007 killings of four Iraqi men by three decorated Army sergeants at a Baghdad canal.
Former 1st Sgt. John Hatley, who led the mission that day, told CNN in a letter that the detainee policy has extensive flaws that repeatedly frustrated soldiers.
On Army interrogation tapes obtained by CNN, other soldiers complained about the Army rules for evidence gathering.
Despite the high release rate, Quantock said he has confidence soldiers can take basic evidence from a crime scene in Iraq.
 We 're asking them to take basic evidence, which they 've been trained to do, said Quantock, who oversees detainee operations in Iraq. We 've got the greatest soldiers in the world. And I do n't accept that they ca n't take basic evidence off of a crime scene. 
CNN asked Quantock to explain why, if it were so easy to collect evidence, so many detainees have been released.
 It took us a while to realize, it goes back to my point of we were trying to make the fight fit the Army as opposed to have the Army fit the fight, Quantock said.
 I think a lot of times we thought the insurgency would dissipate, we were working closely with the government of Iraq, we were trying to improve the Iraqi security forces, but at the end of the day, it did n't work out very well. We had to get better at taking evidence off the crime scene. 
A January 9, 2005, memo imposed detailed standards of evidence soldiers needed before taking in suspected insurgents in Iraq. Quantock told CNN the rules detailed in the memo were in effect through the end of 2008.
The memo spells out that evidence of criminal activity should include photos of physical evidence,  the detainee at the crime scene or place of capture, as well as photos of the detainee next to the evidence. Other evidence should include statements written by first-hand witnesses to the criminal activity, the memo states.
At the start of this year, the rules got even stricter. A security agreement with the government of Iraq now requires an arrest warrant signed by an Iraqi judge to detain someone.
Asked about the killings at the canal, Quantock told CNN: There's never an excuse to execute anyone. They become judge, jury and executioner. 
",B2
"Jose Luis was taking the train to work one day when he noticed a woman with a big German Shepard getting on the train. This made him nervous. What if that dog attacked someone? Jose Luis didn't know that people could bring pets with them onto trains. It seemed unsafe. He stepped closer to the dog. The German Shepard seemed friendly enough. Just as he put out his hand to pet the dog, the woman stopped him.
 
""Please don't pet him. He's working,"" the lady told him. Jose Luis didn't understand. The woman explained that she was blind and that the dog Hampton acted as her eyes, helping her navigate her way around the city. The woman pointed out the special vest that Hampton was wearing. The vest was printed with the words ""service animal"".
Jose Luis had never heard of service animals before. ""Service animals like Hampton are allowed into public places that most pets are not. Hampton is more than a pet. He helps me be self-sufficient and do the things that I need to do in the city,"" the woman explained. The woman also told Jose Luis that service animals had to go through special training so that they learn how to behave in public places and do not get distracted. ""People need to help too though, by not petting him,"" the woman added.
The woman continued to explain that service animals do not just help the blind. Some animals act as therapy animals. Therapy animals go into hospitals and nursing homes. These animals lower the stress levels of people who are very sick or who have just had operations. They also encourage people to recover. Therapy animals are especially popular in children's hospitals. Dogs really can be man's best friends.",A2
"Conceptual difficulties have plagued quantum mechanics since its inception, despite its extraordinary predictive successes. The basic problem, plainly put, is this: It is not at all clear what quantum mechanics is about. What, in fact, does quantum mechanics describe?
It might seem, since it is widely agreed that any quantum mechanical system is completely described by its wave function, that quantum mechanics is fundamentally about the behavior of wave functions. Quite naturally, no physicist wanted this to be true more than did Erwin Schrödinger, the father of the wave function. Nonetheless, Schrödinger ultimately found this impossible to believe. His difficulty had little to do with the novelty of the wave function:
That it is an abstract, unintuitive mathematical construct is a scruple that almost always surfaces against new aids to thought and that carries no great message. (Schrödinger [1935] 1980: 327)
Rather, it was that the “blurring” that the spread out character of the wave function suggests “affects macroscopically tangible and visible things, for which the term ‘blurring’ seems simply wrong”.
For example, in the same paper Schrödinger noted that it may happen in radioactive decay that
the emerging particle is described … as a spherical wave … that impinges continuously on a surrounding luminescent screen over its full expanse. The screen however does not show a more or less constant uniform surface glow, but rather lights up at one instant at one spot …. (Schrödinger [1935] 1980: 327–328)
And he observed that one can easily arrange, for example by including a cat in the system, “quite ridiculous cases” with
the ψ-function of the entire system having in it the living and the dead cat (pardon the expression) mixed or smeared out in equal parts. (Schrödinger [1935] 1980: 328)
It is thus because of the “measurement problem”, of macroscopic superpositions, that Schrödinger found it difficult to regard the wave function as “representing reality”. But then what does? With evident disapproval, Schrödinger observes that
the reigning doctrine rescues itself or us by having recourse to epistemology. We are told that no distinction is to be made between the state of a natural object and what I know about it, or perhaps better, what I can know about it if I go to some trouble. Actually—so they say—there is intrinsically only awareness, observation, measurement. (Schrödinger [1935] 1980: 328)
Many physicists pay lip service to the Copenhagen interpretation—that quantum mechanics is fundamentally about observation or results of measurement. But it is becoming increasingly difficult to find any who, when pressed, will defend this interpretation. It seems clear that quantum mechanics is fundamentally about atoms and electrons, quarks and strings, not those particular macroscopic regularities associated with what we call measurements of the properties of these things. But if these entities are not somehow identified with the wave function itself—and if talk of them is not merely shorthand for elaborate statements about measurements—then where are they to be found in the quantum description?
There is, perhaps, a very simple reason why it is so difficult to discern in the quantum description the objects we believe quantum mechanics ought to describe. Perhaps the quantum mechanical description is not the whole story, a possibility most prominently associated with Albert Einstein. (For a general discussion of Einstein’s scientific philosophy, and in particular of his approach to the conflicting positions of realism and positivism, see the entry on Einstein’s philosophy of science.)
In 1935 Einstein, Boris Podolsky and Nathan Rosen defended this possibility in their famous EPR paper. They concluded with this observation:
While we have thus shown that the wave function does not provide a complete description of the physical reality, we left open the question of whether or not such a description exists. We believe, however, that such a theory is possible. (Einstein et al. 1935: 780)",C2
"﻿On an average day its outlets are a hive of social activity, hosting everything from business meetings to reading groups looking for that all-important morning caffeine rush. But Starbucks should be careful what it wishes for. 
The direct action group UK Uncut plans to turn dozens of the coffee empire’s UK branches into crèches, refuges and homeless shelters to highlight the chain’s tax avoidance tactics. 
The announcement of the action comes on the day a Starbucks executive faces questions from the House of Commons Public Accounts Committee over why the company paid no corporation tax in the UK during the past three years, despite senior US management trumpeting the company’s profitable operations in Britain. 
In his appearance before the committee, Starbucks’ Chief Financial Officer, Troy Alstead, will attempt to repair the company’s reputation, which continues to suffer because of the controversy. 
MPs accused HM Revenue & Customs (HMRC) officials of having cosy relationships with big businesses. Speaking about the arrangements with Starbucks, the Conservative MP Richard Bacon said: “It smells. And it doesn’t smell of coffee – it smells bad.” 
The campaign group UK Uncut is attempting to draw a link between government cuts, in particular those that affect women, and tax avoidance by multinational businesses. 
Sarah Greene, a UK Uncut activist, said funding for refuges and rape crisis centres faced cuts unless companies paid their fair share of tax. HMRC estimates around £32bn was lost to tax avoidance in 2011. 
Greene said the government could easily bring in billions that could fund vital services by clamping down on tax avoidance. 
The group, which rose to prominence after staging a sit-in at Vodafone stores, Topshop and Fortnum & Mason, turned its attentions to Starbucks last month after an investigation by Reuters discovered the company had paid only £8.6m in corporation tax since launching in the UK in 1998, despite cumulative sales of £3bn. 
Longstanding Uncut campaigner Anna Walker said “We’ve chosen to really highlight the impact of the cuts on women. So there is going to be a real focus on transforming Starbucks into those services that are being cut by the government … [such as] refuges and crèches. 
“Starbucks is a really great target because it is on every high street across the country and that’s what UK Uncut finds really important: people can take action in their local areas,” she said. 
Several international organizations have faced criticism over their UK accounts, with Amazon, eBay, Facebook, Google and Ikea all paying little or no corporation tax despite large British operations. 
However, according to pollsters at YouGov’s BrandIndex, Starbucks has suffered the deepest damage to its image. 
The coffee store chain insists it pays the correct level of taxes. The group Chief Executive, Howard Schultz, has said in a statement: “Starbucks has always paid taxes in the UK despite recent suggestions to the contrary. 
“Over the last three years alone, our company has paid more than £160m in various taxes, including National Insurance contributions, VAT and business rates.” 
Margaret Hodge, who chairs the Public Accounts Committee, told parliament last month that Apple, eBay, Facebook, Google and Starbucks had avoided nearly £900m of tax. The Prime Minister, David Cameron, responded to the claim by saying: “I’m not happy with the current situation. I think [HMRC] needs to look at it very carefully. We do need to make sure we are encouraging these businesses to invest in our country as they are, but they should be paying fair taxes as well.” 
A spokeswoman for Starbucks said: “While the subject of tax law can be extremely complex, Starbucks respects and complies with tax laws and accounting rules in each of the 61 countries where we do business, including the UK – a market that we remain committed to for the long term. We’ve posted the facts about our tax practices in the UK on our website. 
“Starbucks’ economic impact in the UK goes far beyond our stores and partners [employees]. We spend hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and renovations. When you take into account the indirect employment created by Starbucks’ investments in the UK, the company’s extended economic impact to the UK economy exceeds £80m annually. 
“We hope that UK Uncut will respect the wellbeing of our partners and customers, and recognize the value that we add to the economy, creating jobs and apprenticeships, as well as paying our fair share of taxes in the UK.”  
",C1
"Generally people's ""class"" is defined by how much money they make. In the U.S. generally there are three classes: poor, middle class, and rich. Some people also think there is another class in between poor and middle class called working class. United States culture is based on the idea that people can move up the economic ladder and become middle class or even rich if they were born poor. This is the idea of going from ""rags to riches"". Moving up the class ladder is not easy though. Higher education needed to get a good paying job is expensive.
 
Class in the United States is more than just how much money a person makes though. Education, what job a person has, where they live, and the culture, all play a role in what class a person will be classified as. For example, a person with only a high school diploma and a low-paying service job may be considered poor or low class. While a person with a Ph.D., who owns their own company, would be considered high class or wealthy. In a way this makes sense because high-paying jobs usually require a high-level education. But for some people, class is something you are born with. For example, the children of billionaire Donald Trump were born rich and upper class without having done anything to earn that status.
Gender plays a role too in how someone can move up the economic ladder. Women earn less than men do, so it is harder for them to accumulate wealth. Race also plays a role in how much people earn and their ability to move up the economic ladder. In the United States, most families require both the man and woman to work in order to support the household.",B1
"I'm thinking of joining a sports club on campus.
You should! It takes away the stress of studying.
What sport do you play?
I actually play on our university's baseball team.
That's cool! You must be really good.
Yeah, I have a baseball scholarship.
No wonder you're in such great shape!
You'll be in great shape too after joining a sports club.
I'm thinking of joining the tennis club.
I wouldn't if I were you. The members don't even play tennis.
What do they do then?
They just talk about tennis. They never even touched a racket, though.",A2
"Kevin wanted to lose weight. He was getting fat. His stomach was getting bigger. He was gaining weight. He was gaining one pound every week. He had to buy new pants. He didn't fit into his old pants. He couldn't see his feet anymore. When he looked down, all he could see was his big fat belly. He wanted his belly to disappear. How could he do that? How could he lose weight? What could he do? He talked to his wife. She told him to stop eating candy. She told him to stop eating cake. She told him to walk up and down the big hill every day.",A1
